"","date","OBS_VALUE","TITLE_FR","DEMOGRAPHIE2"
"216",2017-03-01,776921,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"217",2017-02-01,610998,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"218",2017-02-01,777966,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"219",2017-01-01,607914,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"220",2017-01-01,781056,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"221",2016-12-01,593865,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"222",2016-12-01,783640,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"223",2016-11-01,587247,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"224",2016-11-01,786318,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"225",2016-10-01,584078,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"226",2016-10-01,787828,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"227",2016-09-01,583828,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"228",2016-09-01,789507,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"229",2016-08-01,583655,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"230",2016-08-01,791335,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"231",2016-07-01,583635,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"232",2016-07-01,791924,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"233",2016-06-01,583310,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"234",2016-06-01,791413,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"235",2016-05-01,583463,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"236",2016-05-01,792485,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"237",2016-04-01,581652,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"238",2016-04-01,794291,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"239",2016-03-01,580616,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"240",2016-03-01,796521,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
"241",2016-02-01,581409,"Démographie - Nombre de décès par mois - France (inclus Mayotte à partir de 2014)","Décès"
"242",2016-02-01,797717,"Démographie - Nombre de naissances vivantes par mois - France (inclus Mayotte à partir de 2014)","Naissances"
